"fairelec","contrib","concede","equalvote","turnout","equalrights","speech","protest","media","limits","judicial","facts","vote","rating"
NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,3,4,NA,NA,4,NA,"Abstained",58
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"Harris",58
3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Abstained",79
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,"Trump",75
4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",82
NA,4,NA,NA,4,NA,NA,4,NA,NA,NA,NA,"Harris",20
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",76
4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,"Harris",40
NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,"Harris",81
NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,"Trump",76
2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",67
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",50
4,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Other",77
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,"Other",72
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",44
NA,4,NA,NA,3,NA,NA,3,NA,NA,3,NA,"Harris",39
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",56
4,NA,NA,NA,NA,4,NA,NA,1,NA,NA,3,"Abstained",50
4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,"Harris",52
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",69
NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",76
NA,2,NA,4,3,NA,NA,2,NA,NA,NA,NA,"Abstained",64
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"Harris",100
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,"Harris",81
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",40
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",35
NA,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,"Trump",80
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Trump",31
3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",66
NA,NA,NA,NA,NA,4,NA,8,NA,NA,4,NA,"Trump",89
NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,"Trump",41
4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Trump",60
NA,NA,NA,NA,3,4,NA,NA,NA,4,4,4,"Trump",20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",100
NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Abstained",72
3,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,"Trump",70
NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,"Harris",60
NA,NA,3,NA,NA,NA,NA,NA,NA,3,4,NA,"Trump",50
4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,"Trump",79
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",99
NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,"Abstained",90
4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",51
3,NA,NA,NA,NA,NA,3,NA,2,3,NA,3,"Abstained",37
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Harris",80
4,NA,NA,NA,4,NA,NA,4,NA,NA,NA,3,"Harris",70
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",40
NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,"Other",3
4,NA,NA,4,NA,NA,NA,NA,4,NA,NA,1,"Other",20
NA,NA,NA,NA,4,NA,NA,3,NA,4,NA,4,"Harris",60
NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Trump",30
NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",39
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",21
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",20
NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,"Harris",40
NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",72
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",32
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,"Harris",40
NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,"Abstained",70
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",21
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Other",90
4,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,"Trump",9
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",64
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,"Harris",70
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",51
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",45
NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"Abstained",30
NA,NA,2,NA,NA,3,NA,4,NA,NA,NA,NA,"Abstained",62
NA,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",76
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Abstained",62
NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,"Harris",81
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",90
3,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",20
NA,NA,NA,4,NA,NA,NA,4,NA,NA,4,NA,"Harris",49
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",49
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",90
NA,3,NA,NA,NA,NA,NA,4,NA,NA,4,3,"Harris",70
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"Trump",20
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,"Harris",84
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",75
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Abstained",50
4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Abstained",41
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,"Trump",51
4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",0
4,NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,"Trump",70
3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,"Trump",75
NA,NA,2,NA,NA,NA,NA,NA,3,NA,3,NA,"Trump",75
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",73
NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",93
NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,"Abstained",31
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,4,"Harris",30
NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,"Trump",87
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",35
NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,3,"Trump",90
NA,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA,"Abstained",31
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,"Abstained",5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,"Trump",3
NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,"Trump",70
NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,"Abstained",84
NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,4,"Trump",31
NA,NA,NA,NA,NA,NA,3,4,NA,NA,4,NA,"Harris",4
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,"Trump",75
4,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,"Harris",61
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",1
NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",74
NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,NA,"Trump",10
4,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",37
NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,"Harris",60
NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,"Abstained",49
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",78
NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,"Harris",84
2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",82
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",83
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",81
NA,NA,NA,4,NA,4,NA,NA,2,NA,NA,4,"Harris",71
NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",20
NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",52
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Trump",78
NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,"Harris",72
NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,"Harris",95
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",30
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",72
NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,1,"Trump",19
NA,4,NA,NA,NA,NA,NA,4,3,4,NA,NA,"Trump",70
4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",90
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",6
NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,3,"Harris",45
NA,NA,NA,3,NA,NA,NA,4,NA,4,NA,NA,"Trump",99
NA,NA,2,3,NA,NA,NA,NA,NA,3,NA,NA,"Other",44
NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,"Trump",89
3,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,"Trump",71
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,"Harris",85
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",10
NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Abstained",52
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Harris",50
4,NA,1,NA,NA,NA,NA,NA,2,NA,2,NA,"Trump",20
NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,"Trump",24
NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,"Trump",94
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",50
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",41
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",36
NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,"Trump",53
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Trump",80
NA,4,NA,4,NA,NA,NA,NA,NA,NA,2,NA,"Harris",20
NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",90
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,"Harris",51
NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Trump",69
4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,"Trump",41
3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Harris",84
NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",40
NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,"Abstained",54
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Abstained",50
2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",0
NA,NA,NA,NA,3,4,NA,NA,NA,4,NA,NA,"Harris",62
3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",53
4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",90
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Trump",25
4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,3,"Harris",80
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",70
NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,"Trump",73
NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,1,"Harris",80
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",50
2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,"Abstained",33
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,"Harris",51
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Abstained",70
NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",40
NA,4,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Harris",69
NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,"Trump",80
NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,"Harris",48
NA,NA,NA,4,3,NA,NA,3,NA,NA,NA,NA,"Trump",50
NA,NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,"Harris",90
NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Harris",79
4,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Harris",75
NA,NA,NA,4,NA,NA,NA,3,NA,NA,4,NA,"Trump",72
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Harris",80
NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",39
NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",64
NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,"Trump",75
NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,"Harris",70
NA,4,NA,NA,NA,4,NA,4,NA,NA,3,NA,"Harris",74
3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Harris",49
NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,"Trump",70
NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",32
NA,NA,2,NA,NA,NA,NA,3,NA,4,NA,NA,"Trump",77
NA,NA,NA,4,NA,4,NA,NA,4,NA,NA,NA,"Harris",40
NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",74
4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",39
NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",100
NA,NA,NA,NA,3,NA,NA,4,4,NA,NA,NA,"Harris",40
NA,NA,2,4,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",60
NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,4,"Harris",67
4,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Trump",72
NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,"Harris",70
NA,NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,"Abstained",100
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,"Other",21
NA,NA,NA,2,2,NA,2,NA,NA,2,NA,NA,"Abstained",41
NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,"Trump",72
NA,4,NA,NA,3,NA,NA,1,NA,NA,NA,NA,"Trump",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",90
NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,"Trump",59
NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,"Trump",40
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",72
NA,NA,NA,NA,NA,4,NA,3,NA,3,NA,NA,"Harris",25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",40
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Other",40
NA,NA,2,3,NA,NA,3,NA,NA,NA,NA,NA,"Trump",81
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",49
NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,"Trump",40
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Trump",47
NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,"Abstained",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,"Harris",66
NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,"Trump",80
NA,NA,2,NA,3,NA,NA,NA,NA,NA,3,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",75
NA,NA,4,NA,2,NA,NA,NA,NA,2,NA,NA,"Abstained",46
NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,"Harris",31
NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,"Abstained",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",75
NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,"Abstained",30
NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",67
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Abstained",81
NA,NA,3,NA,NA,NA,NA,NA,4,4,4,NA,"Abstained",70
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Trump",86
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",75
4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,"Harris",95
3,NA,NA,3,NA,NA,NA,NA,2,4,NA,NA,"Harris",64
NA,2,NA,NA,NA,NA,2,NA,2,NA,2,NA,"Trump",0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",64
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",75
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",31
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,"Trump",50
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,"Harris",89
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",69
NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,"Harris",51
3,3,NA,NA,NA,3,NA,4,NA,NA,NA,NA,"Abstained",63
NA,1,NA,NA,NA,NA,4,4,NA,4,1,NA,"Trump",40
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,"Trump",77
NA,NA,NA,NA,NA,4,NA,4,NA,4,NA,NA,"Trump",76
NA,4,NA,4,4,NA,NA,NA,NA,NA,4,NA,"Harris",80
NA,NA,NA,3,NA,NA,NA,NA,4,NA,4,NA,"Trump",50
NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Abstained",63
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Harris",50
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",75
4,NA,3,NA,NA,4,4,NA,NA,NA,NA,NA,"Abstained",40
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,"Trump",94
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,"Trump",85
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Harris",91
4,NA,3,NA,4,NA,NA,NA,NA,NA,4,NA,"Trump",60
NA,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA,"Trump",0
3,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Harris",100
3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,4,"Trump",91
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",70
NA,4,NA,NA,NA,4,NA,NA,2,2,4,NA,"Abstained",8
4,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",80
4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",49
NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,3,"Harris",60
NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Trump",81
NA,4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,"Trump",5
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Harris",62
4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",29
NA,NA,4,NA,NA,4,3,NA,NA,NA,NA,NA,"Trump",48
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,"Abstained",48
NA,NA,NA,NA,2,NA,NA,4,NA,4,NA,3,"Trump",80
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,"Trump",66
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",100
4,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",83
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,"Trump",75
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Trump",51
4,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",51
NA,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,"Trump",52
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",57
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",51
NA,3,2,NA,NA,3,NA,NA,NA,4,NA,NA,"Trump",80
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",83
4,2,NA,NA,2,NA,NA,3,NA,4,NA,NA,"Trump",88
NA,NA,2,4,NA,NA,3,NA,NA,NA,NA,NA,"Harris",50
NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Trump",35
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",12
NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",65
4,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,"Abstained",80
NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Trump",10
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",4
NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",78
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",70
NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,"Trump",40
NA,NA,NA,NA,NA,1,4,NA,1,NA,NA,1,"Abstained",0
NA,3,3,NA,2,NA,3,NA,NA,NA,NA,NA,"Harris",75
4,3,NA,NA,NA,NA,NA,NA,NA,3,4,4,"Trump",81
NA,NA,NA,4,NA,NA,4,4,NA,NA,NA,2,"Harris",100
NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,"Abstained",53
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",76
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",45
NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",60
4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Abstained",71
NA,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,"Abstained",29
NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,"Trump",47
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,3,"Harris",60
NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,"Harris",60
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,"Abstained",24
4,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,"Harris",75
NA,3,NA,NA,NA,NA,3,NA,NA,NA,3,NA,"Harris",99
NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,"Harris",40
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",68
NA,NA,NA,NA,4,4,1,NA,NA,NA,4,NA,"Abstained",46
NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"Trump",72
NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",34
NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,"Harris",41
NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trump",79
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,3,"Harris",65
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",0
NA,3,4,3,3,NA,NA,NA,3,NA,NA,NA,"Harris",65
4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",78
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",42
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",25
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",62
1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,"Trump",62
4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,3,"Trump",84
4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Harris",63
NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,3,"Trump",90
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",70
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",40
NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,4,"Harris",100
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,4,"Trump",39
